title,price_idr,rating,colors,sizes,gender,timestamp
Hoodie 789,2153280.0,4.0,3,XL,unisex,2025-05-03 15:22:19.074263
Pants 790,1708320.0,3.2,3,XXL,men,2025-05-03 15:22:19.075257
Jacket 792,4068960.0,3.8,3,M,unisex,2025-05-03 15:22:19.075257
Crewneck 793,8650080.0,4.0,3,L,men,2025-05-03 15:22:19.075257
T-shirt 794,5983040.0,4.0,3,XL,women,2025-05-03 15:22:19.075257
Hoodie 795,4209600.0,3.9,3,XXL,unisex,2025-05-03 15:22:19.076257
Outerwear 797,2771360.0,4.9,3,M,women,2025-05-03 15:22:19.076257
Jacket 798,4391040.0,3.4,3,L,unisex,2025-05-03 15:22:19.076257
Crewneck 799,4048800.0,4.2,3,XL,men,2025-05-03 15:22:19.076257
T-shirt 800,7433280.0,4.6,3,XXL,women,2025-05-03 15:22:19.076257
Pants 802,5710240.0,4.4,3,M,men,2025-05-03 15:22:19.274497
Outerwear 803,1875360.0,4.3,3,L,women,2025-05-03 15:22:19.274497
Jacket 804,4459040.0,3.9,3,XL,unisex,2025-05-03 15:22:19.274497
Crewneck 805,3266720.0,4.8,3,XXL,men,2025-05-03 15:22:19.274497
T-shirt 806,7310560.0,3.0,3,S,women,2025-05-03 15:22:19.275511
Hoodie 807,5016000.0,4.7,3,M,unisex,2025-05-03 15:22:19.275511
Pants 808,8717760.0,3.2,3,L,men,2025-05-03 15:22:19.275511
Outerwear 809,7162560.0,3.7,3,XL,women,2025-05-03 15:22:19.275511
Jacket 810,3796640.0,4.8,3,XXL,unisex,2025-05-03 15:22:19.275511
T-shirt 812,6406080.0,4.2,3,M,women,2025-05-03 15:22:19.276496
Hoodie 813,4872800.0,5.0,3,L,unisex,2025-05-03 15:22:19.276496
Pants 814,1110080.0,4.7,3,XL,men,2025-05-03 15:22:19.276496
Outerwear 815,5985440.0,4.8,3,XXL,women,2025-05-03 15:22:19.276496
Jacket 816,1649120.0,4.5,3,S,unisex,2025-05-03 15:22:19.276496
Crewneck 817,8744160.0,4.4,3,M,men,2025-05-03 15:22:19.276496
T-shirt 818,5160320.0,3.8,3,L,women,2025-05-03 15:22:19.277497
Hoodie 819,4742400.0,4.7,3,XL,unisex,2025-05-03 15:22:19.277497
Pants 820,6030720.0,3.4,3,XXL,men,2025-05-03 15:22:19.277497
Jacket 822,838240.0,4.2,3,M,unisex,2025-05-03 15:22:19.509333
Crewneck 823,6103520.0,4.7,3,L,men,2025-05-03 15:22:19.509333
T-shirt 824,3301440.0,4.1,3,XL,women,2025-05-03 15:22:19.510352
Hoodie 825,1058400.0,3.8,3,XXL,unisex,2025-05-03 15:22:19.510352
Outerwear 827,7091040.0,4.8,3,M,women,2025-05-03 15:22:19.510857
Jacket 828,2324000.0,4.6,3,L,unisex,2025-05-03 15:22:19.510857
Crewneck 829,4630400.0,4.4,3,XL,men,2025-05-03 15:22:19.510857
T-shirt 830,4496480.0,3.0,3,XXL,women,2025-05-03 15:22:19.510857
Pants 832,3955360.0,4.6,3,M,men,2025-05-03 15:22:19.511863
Outerwear 833,7101280.0,3.0,3,L,women,2025-05-03 15:22:19.511863
Jacket 834,7223680.0,3.1,3,XL,unisex,2025-05-03 15:22:19.511863
Crewneck 835,7143360.0,3.9,3,XXL,men,2025-05-03 15:22:19.511863
T-shirt 836,6065440.0,4.1,3,S,women,2025-05-03 15:22:19.511863
Hoodie 837,5532640.0,5.0,3,M,unisex,2025-05-03 15:22:19.511863
Pants 838,2848800.0,3.1,3,L,men,2025-05-03 15:22:19.512875
Outerwear 839,4208320.0,3.9,3,XL,women,2025-05-03 15:22:19.512875
Jacket 840,8164640.0,3.6,3,XXL,unisex,2025-05-03 15:22:19.512875
T-shirt 842,2859040.0,3.3,3,M,women,2025-05-03 15:22:19.751733
Hoodie 843,2997120.0,3.6,3,L,unisex,2025-05-03 15:22:19.751733
Pants 844,7422880.0,3.9,3,XL,men,2025-05-03 15:22:19.751733
Outerwear 845,2023200.0,3.2,3,XXL,women,2025-05-03 15:22:19.751733
Jacket 846,7480480.0,3.6,3,S,unisex,2025-05-03 15:22:19.752904
Crewneck 847,4789920.0,3.7,3,M,men,2025-05-03 15:22:19.752904
T-shirt 848,6134240.0,4.1,3,L,women,2025-05-03 15:22:19.752904
Hoodie 849,7816160.0,3.5,3,XL,unisex,2025-05-03 15:22:19.752904
Pants 850,4144160.0,4.2,3,XXL,men,2025-05-03 15:22:19.752904
Jacket 852,2777280.0,4.1,3,M,unisex,2025-05-03 15:22:19.753913
Crewneck 853,2643840.0,3.4,3,L,men,2025-05-03 15:22:19.753913
T-shirt 854,1600000.0,4.5,3,XL,women,2025-05-03 15:22:19.753913
Hoodie 855,3249760.0,5.0,3,XXL,unisex,2025-05-03 15:22:19.753913
Outerwear 857,4532800.0,3.0,3,M,women,2025-05-03 15:22:19.754913
Jacket 858,3748640.0,3.7,3,L,unisex,2025-05-03 15:22:19.754913
Crewneck 859,6418560.0,3.0,3,XL,men,2025-05-03 15:22:19.754913
T-shirt 860,2419360.0,4.7,3,XXL,women,2025-05-03 15:22:19.754913
Pants 862,4131360.0,3.3,3,M,men,2025-05-03 15:22:20.313584
Outerwear 863,1071360.0,4.0,3,L,women,2025-05-03 15:22:20.314584
Jacket 864,2168000.0,4.5,3,XL,unisex,2025-05-03 15:22:20.314584
Crewneck 865,6805120.0,3.9,3,XXL,men,2025-05-03 15:22:20.314584
T-shirt 866,2399040.0,3.2,3,S,women,2025-05-03 15:22:20.314584
Hoodie 867,1303840.0,3.3,3,M,unisex,2025-05-03 15:22:20.314584
Pants 868,7473760.0,4.6,3,L,men,2025-05-03 15:22:20.314584
Outerwear 869,6040320.0,4.5,3,XL,women,2025-05-03 15:22:20.315579
Jacket 870,6395040.0,3.5,3,XXL,unisex,2025-05-03 15:22:20.315579
T-shirt 872,1343680.0,4.3,3,M,women,2025-05-03 15:22:20.315579
Hoodie 873,8321600.0,4.8,3,L,unisex,2025-05-03 15:22:20.315579
Pants 874,2755200.0,4.4,3,XL,men,2025-05-03 15:22:20.315579
Outerwear 875,2506720.0,4.6,3,XXL,women,2025-05-03 15:22:20.315579
Jacket 876,3225760.0,4.6,3,S,unisex,2025-05-03 15:22:20.315579
Crewneck 877,4552640.0,4.6,3,M,men,2025-05-03 15:22:20.315579
T-shirt 878,4809760.0,4.7,3,L,women,2025-05-03 15:22:20.315579
Hoodie 879,1026880.0,3.1,3,XL,unisex,2025-05-03 15:22:20.315579
Pants 880,6497760.0,4.3,3,XXL,men,2025-05-03 15:22:20.316997
Jacket 882,6420960.0,3.3,3,M,unisex,2025-05-03 15:22:20.704381
Crewneck 883,5901120.0,3.6,3,L,men,2025-05-03 15:22:20.704381
T-shirt 884,7414720.0,4.3,3,XL,women,2025-05-03 15:22:20.704381
Hoodie 885,4760640.0,3.4,3,XXL,unisex,2025-05-03 15:22:20.704381
Outerwear 887,7806400.0,3.8,3,M,women,2025-05-03 15:22:20.705711
Jacket 888,7869280.0,4.2,3,L,unisex,2025-05-03 15:22:20.705711
Crewneck 889,6333920.0,4.6,3,XL,men,2025-05-03 15:22:20.705711
T-shirt 890,6439040.0,4.7,3,XXL,women,2025-05-03 15:22:20.705711
Pants 892,8515360.0,4.4,3,M,men,2025-05-03 15:22:20.706720
Outerwear 893,2673600.0,3.2,3,L,women,2025-05-03 15:22:20.706720
Jacket 894,2946560.0,4.8,3,XL,unisex,2025-05-03 15:22:20.706720
Crewneck 895,1126720.0,4.3,3,XXL,men,2025-05-03 15:22:20.706720
T-shirt 896,7873760.0,4.9,3,S,women,2025-05-03 15:22:20.706720
Hoodie 897,6077920.0,3.1,3,M,unisex,2025-05-03 15:22:20.706720
Pants 898,8408640.0,4.1,3,L,men,2025-05-03 15:22:20.707937
Outerwear 899,6192960.0,4.8,3,XL,women,2025-05-03 15:22:20.707937
Jacket 900,7214240.0,3.3,3,XXL,unisex,2025-05-03 15:22:20.707937
T-shirt 902,3164000.0,3.6,3,M,women,2025-05-03 15:22:20.928493
Hoodie 903,2617920.0,4.1,3,L,unisex,2025-05-03 15:22:20.928493
Pants 904,3356320.0,3.9,3,XL,men,2025-05-03 15:22:20.928493
Outerwear 905,5027840.0,4.9,3,XXL,women,2025-05-03 15:22:20.928493
Jacket 906,4301760.0,3.9,3,S,unisex,2025-05-03 15:22:20.928493
Crewneck 907,8732640.0,4.9,3,M,men,2025-05-03 15:22:20.928493
T-shirt 908,7954880.0,4.2,3,L,women,2025-05-03 15:22:20.928493
Hoodie 909,8383840.0,3.6,3,XL,unisex,2025-05-03 15:22:20.929509
Pants 910,2395200.0,4.7,3,XXL,men,2025-05-03 15:22:20.929509
Jacket 912,7853280.0,4.9,3,M,unisex,2025-05-03 15:22:20.929509
Crewneck 913,3222240.0,3.5,3,L,men,2025-05-03 15:22:20.929509
T-shirt 914,5799200.0,4.6,3,XL,women,2025-05-03 15:22:20.929509
Hoodie 915,2649120.0,4.2,3,XXL,unisex,2025-05-03 15:22:20.929509
Outerwear 917,6061600.0,4.0,3,M,women,2025-05-03 15:22:20.929509
Jacket 918,5380800.0,3.3,3,L,unisex,2025-05-03 15:22:20.930848
Crewneck 919,8364000.0,4.7,3,XL,men,2025-05-03 15:22:20.930848
T-shirt 920,3706080.0,3.2,3,XXL,women,2025-05-03 15:22:20.930848
Pants 922,1210880.0,4.4,3,M,men,2025-05-03 15:22:21.296503
Outerwear 923,2435840.0,3.7,3,L,women,2025-05-03 15:22:21.297506
Jacket 924,3764320.0,3.8,3,XL,unisex,2025-05-03 15:22:21.297506
Crewneck 925,7900800.0,4.5,3,XXL,men,2025-05-03 15:22:21.297506
T-shirt 926,1911040.0,4.6,3,S,women,2025-05-03 15:22:21.297506
Hoodie 927,7706400.0,3.5,3,M,unisex,2025-05-03 15:22:21.297506
Pants 928,3911680.0,3.4,3,L,men,2025-05-03 15:22:21.297506
Outerwear 929,1253440.0,3.3,3,XL,women,2025-05-03 15:22:21.297506
Jacket 930,1741120.0,4.9,3,XXL,unisex,2025-05-03 15:22:21.297506
T-shirt 932,5937600.0,4.2,3,M,women,2025-05-03 15:22:21.298637
Hoodie 933,4960800.0,3.4,3,L,unisex,2025-05-03 15:22:21.298637
Pants 934,2248160.0,3.6,3,XL,men,2025-05-03 15:22:21.298637
Outerwear 935,6048000.0,4.1,3,XXL,women,2025-05-03 15:22:21.298637
Jacket 936,6165440.0,3.1,3,S,unisex,2025-05-03 15:22:21.298637
Crewneck 937,2475360.0,4.1,3,M,men,2025-05-03 15:22:21.298637
T-shirt 938,4058400.0,3.6,3,L,women,2025-05-03 15:22:21.298637
Hoodie 939,4466080.0,4.8,3,XL,unisex,2025-05-03 15:22:21.299652
Pants 940,5776000.0,3.7,3,XXL,men,2025-05-03 15:22:21.299652
Jacket 942,7972960.0,3.0,3,M,unisex,2025-05-03 15:22:21.548790
Crewneck 943,4571040.0,4.4,3,L,men,2025-05-03 15:22:21.548923
T-shirt 944,1578240.0,4.6,3,XL,women,2025-05-03 15:22:21.548923
Hoodie 945,2107680.0,4.2,3,XXL,unisex,2025-05-03 15:22:21.548923
Outerwear 947,7079680.0,4.6,3,M,women,2025-05-03 15:22:21.548923
Jacket 948,4600480.0,3.9,3,L,unisex,2025-05-03 15:22:21.548923
Crewneck 949,1844320.0,4.4,3,XL,men,2025-05-03 15:22:21.549938
T-shirt 950,7691680.0,4.9,3,XXL,women,2025-05-03 15:22:21.549938
Pants 952,7155040.0,3.7,3,M,men,2025-05-03 15:22:21.550445
Outerwear 953,8423200.0,3.8,3,L,women,2025-05-03 15:22:21.550445
Jacket 954,3878720.0,4.1,3,XL,unisex,2025-05-03 15:22:21.550445
Crewneck 955,7006560.0,4.7,3,XXL,men,2025-05-03 15:22:21.550445
T-shirt 956,4457600.0,3.1,3,S,women,2025-05-03 15:22:21.550445
Hoodie 957,4024320.0,4.4,3,M,unisex,2025-05-03 15:22:21.550445
Pants 958,3946240.0,4.8,3,L,men,2025-05-03 15:22:21.551455
Outerwear 959,6828480.0,4.6,3,XL,women,2025-05-03 15:22:21.551455
Jacket 960,5840160.0,4.5,3,XXL,unisex,2025-05-03 15:22:21.551455
T-shirt 962,2887840.0,4.1,3,M,women,2025-05-03 15:22:21.790245
Hoodie 963,7916160.0,4.6,3,L,unisex,2025-05-03 15:22:21.790245
Pants 964,3885280.0,3.3,3,XL,men,2025-05-03 15:22:21.790245
Outerwear 965,3107200.0,4.5,3,XXL,women,2025-05-03 15:22:21.790245
Jacket 966,8499520.0,4.9,3,S,unisex,2025-05-03 15:22:21.791255
Crewneck 967,1744000.0,3.5,3,M,men,2025-05-03 15:22:21.791255
T-shirt 968,4045120.0,4.4,3,L,women,2025-05-03 15:22:21.791255
Hoodie 969,4231840.0,3.8,3,XL,unisex,2025-05-03 15:22:21.791255
Pants 970,952960.0,4.6,3,XXL,men,2025-05-03 15:22:21.791255
Jacket 972,7272000.0,4.4,3,M,unisex,2025-05-03 15:22:21.792254
Crewneck 973,7134400.0,3.9,3,L,men,2025-05-03 15:22:21.792254
T-shirt 974,4769280.0,3.0,3,XL,women,2025-05-03 15:22:21.792254
Hoodie 975,4816000.0,3.6,3,XXL,unisex,2025-05-03 15:22:21.792254
Outerwear 977,3356000.0,3.6,3,M,women,2025-05-03 15:22:21.792254
Jacket 978,3918240.0,3.6,3,L,unisex,2025-05-03 15:22:21.793255
Crewneck 979,4848480.0,3.4,3,XL,men,2025-05-03 15:22:21.793255
T-shirt 980,6544000.0,3.1,3,XXL,women,2025-05-03 15:22:21.793255
Pants 982,7281760.0,4.9,3,M,men,2025-05-03 15:22:22.218490
Outerwear 983,5762560.0,3.2,3,L,women,2025-05-03 15:22:22.218490
Jacket 984,7349440.0,3.8,3,XL,unisex,2025-05-03 15:22:22.218490
Crewneck 985,6236000.0,4.3,3,XXL,men,2025-05-03 15:22:22.218490
T-shirt 986,6713760.0,4.5,3,S,women,2025-05-03 15:22:22.218490
Hoodie 987,4008000.0,4.7,3,M,unisex,2025-05-03 15:22:22.218490
Pants 988,2054240.0,3.5,3,L,men,2025-05-03 15:22:22.218490
Outerwear 989,6869440.0,4.2,3,XL,women,2025-05-03 15:22:22.218490
Jacket 990,3327360.0,4.2,3,XXL,unisex,2025-05-03 15:22:22.219510
T-shirt 992,4840480.0,4.9,3,M,women,2025-05-03 15:22:22.220016
Hoodie 993,6361920.0,3.4,3,L,unisex,2025-05-03 15:22:22.220016
Pants 994,1693760.0,4.4,3,XL,men,2025-05-03 15:22:22.220016
Outerwear 995,8046720.0,3.2,3,XXL,women,2025-05-03 15:22:22.220016
Jacket 996,6942400.0,4.3,3,S,unisex,2025-05-03 15:22:22.220016
Crewneck 997,5321280.0,3.9,3,M,men,2025-05-03 15:22:22.220016
T-shirt 998,908000.0,4.2,3,L,women,2025-05-03 15:22:22.221026
Hoodie 999,8534240.0,4.8,3,XL,unisex,2025-05-03 15:22:22.221026
Pants 1000,2938240.0,4.7,3,XXL,men,2025-05-03 15:22:22.221026
